movieid,writerid,addition,additions
1957184,5714,"(screenplay)  <2,2,1>",screenplay
1957184,5714,"(story)  <1,1,1>",story
1957184,371801,"(screenplay)  <2,1,1>",screenplay
1957472,225294,,
1958267,135184,"(screenplay)  <2,2,1>",screenplay
1958267,162901,"(screenplay)  <2,1,1>",screenplay
1958267,162901,"(story)  <1,1,1>",story
1959117,43633,"(written by)  <1,1,1>",written by
1959300,195472,"(written by)  <1,1,1>",written by
1960531,19471,"(screenplay)  <1,2,1>",screenplay
1960531,146674,"(play ""Angel Street"")  <2,1,1>",play
1960531,302576,"(screenplay)  <1,1,2>",screenplay
1960531,375593,"(screenplay)  <1,1,1>",screenplay
1960768,263774,"(written by)  <1,1,1>",written by
1961185,15734,,
1961185,19363,,
1961185,38182,(story),story
1962315,368896,(writer),writer
1963038,149998,"(screenplay)  <1,1,1>",screenplay
1963038,159021,(novel) (uncredited),novel
1963038,184215,(screenplay revision) (uncredited),screenplay revision
1963417,271662,"(screenplay)  <3,1,1>",screenplay
1963417,271662,"(story)  <2,1,1>",story
1963417,386323,"(characters)  <1,1,1>",characters
1963417,389772,"(screenplay)  <3,2,1>",screenplay
1963479,371261,"(written by)  <1,1,1>",written by
1963756,30715,(writer),writer
1963756,203433,(writer),writer
1963756,406050,(novel),novel
1963794,140400,"(screenplay)  <2,2,1>",screenplay
1963794,245479,"(screenplay)  <2,1,1>",screenplay
1963794,245479,"(story)  <1,1,1>",story
1964073,159228,"(screenplay)  <1,1,1>",screenplay
1964073,212328,"(novel ""Jack's Return Home"")  <2,1,1>",novel
1964074,212328,"(novel ""Jack's Return Home"")  <1,1,1>",novel
1964074,238808,"(screenplay)  <2,1,1>",screenplay
1964200,183176,,
1964209,392982,"(play ""What's Wrong with Angry"")",play
1964209,392982,(screenplay),screenplay
1964242,118366,"(screenplay)  <2,1,1>",screenplay
1964242,210123,"(novel)  <1,1,1>",novel
1964339,50615,"(written by)  <1,1,1>",written by
1964467,245884,"(written by)  <1,1,1>",written by
1964503,173649,"(written by)  <1,1,2>",written by
1964503,278638,"(written by)  <1,1,1>",written by
1965214,314836,"(written by)  <1,1,1>",written by
1965236,16821,"(written by)  <1,1,1>",written by
1965236,252242,"(uncredited)  <2,1,1>",uncredited
1965236,298327,"(written by)  <1,2,1>",written by
1965261,172658,"(written by)  <1,1,1>",written by
1965516,16821,"(characters)  <1,1,1>",characters
1965516,16821,"(written by)  <2,2,1>",written by
1965516,298327,"(characters)  <1,2,1>",characters
1965516,298327,"(written by)  <2,1,1>",written by
1965632,69506,"(written by)  <1,1,1>",written by
1965850,110563,"(from the novel by)  <1,1,1>",from the novel by
1965850,142121,"(screen play)  <2,1,1>",screen play
1965850,249074,"(screen play)  <2,2,1>",screen play
1966241,69469,"(novel)  <2,1,1>",novel
1966241,210519,"(screenplay)  <1,1,1>",screenplay
1966349,101918,"(adaptation)  <2,1,1>",adaptation
1966349,102879,"(story)  <1,1,1>",story
1966349,152742,"(uncredited)  <4,1,1>",uncredited
1966349,279087,"(screenplay)  <3,1,1>",screenplay
1966580,241653,,
1966580,366796,,
1966580,366809,,
1966580,368265,,
1966583,221983,"(written by)  <2,2,1>",written by
1966583,359117,"(characters)  <1,1,1>",characters
1966583,359117,"(written by)  <2,1,1>",written by
1966583,401045,"(written by)  <2,3,1>",written by
1967074,278771,"(written by)  <1,1,1>",written by
1967290,51669,"(novel ""The Enchanted Isle"")  <1,1,1>",novel
1967290,386820,"(screenplay)  <2,1,1>",screenplay
1967379,146526,"(screenplay)  <2,3,1>",screenplay
1967379,184170,"(book)  <1,1,1>",book
1967379,217369,"(screenplay)  <2,2,1>",screenplay
1967379,226902,"(screenplay)  <2,1,1>",screenplay
1967389,199325,"(written by)  <1,1,1>",written by
1967955,57245,"(written by)  <2,1,1>",written by
1967955,136353,"(written by)  <2,1,2>",written by
1967955,149271,"(written by)  <2,1,3>",written by
1967955,238680,"(written by)  <1,1,1>",written by
1967955,360658,"(written by)  <2,1,4>",written by
1968813,118692,"(screenplay)  <2,1,1>",screenplay
1968813,118692,"(story)  <1,1,1>",story
1968813,216605,"(screenplay)  <2,2,1>",screenplay
1968813,264041,"(screenplay)  <2,3,1>",screenplay
1969187,397567,"(story and written by)  <1,1,1>",story and written by
1969197,226314,"(play)  <1,1,1>",play
1969197,226314,"(screenplay)  <2,1,1>",screenplay
1969753,11037,"(screenplay)  <2,1,1>",screenplay
1969753,57654,"(1980 screenplay)  <1,1,1>", screenplay
1969851,48370,"(book ""One Gallant Rush"")  <3,1,1>",book
1969851,172707,"(screenplay)  <1,1,1>",screenplay
1969851,190475,"(book ""Lay This Laurel"")  <2,1,1>",book
1969851,333729,"(letters)  <4,1,1>",letters
1969868,393248,"(written by)  <1,1,1>",written by
1970159,15892,"(written by)  <1,1,1>",written by
1970215,369377,,
1970215,371325,,
1970300,238125,,
1970300,291884,,
1970338,53900,"(scenario)  <3,1,1>",scenario
1970338,184456,"(written by)  <1,1,1>",written by
1970338,261467,"(assistant writer)  <2,1,1>",assistant writer
1970505,177499,(story),story
1970505,231638,(screenplay),screenplay
1970505,231638,(story),story
1970505,231658,(screenplay),screenplay
1970505,231658,(story),story
1970696,355875,(writer),writer
1970861,209136,,
1971093,41565,"(novel ""Father of Frankenstein"")  <1,1,1>",novel
1971093,70687,"(screenplay)  <2,1,1>",screenplay
1971149,89964,"(screenplay)  <1,1,1>",screenplay
1971149,89964,"(story)  <2,2,1>",story
1971149,103041,"(story) (credit only)  <2,1,1>",story
1971149,103798,"(screenplay)  <1,1,2>",screenplay
1971149,103798,"(story)  <2,2,2>",story
1971149,313369,"(story) (credit only)  <2,1,2>",story
1971464,50045,"(screenplay)  <1,1,1>",screenplay
1971464,58999,"(screenplay)  <1,2,1>",screenplay
1971464,236327,"(story) (as Leo Mc Carey)  <2,1,1>",story
1971706,161105,,
1971706,184079,(story),story
1971706,256629,,
1971707,259238,(as Hidekazu Nagahara),
1971707,298942,(uncredited),uncredited
1971707,359012,"(story ""The Resurrection of Godzilla"")",story
1971707,366530,(US version only),US version only
1971712,182741,"(written by)  <1,1,1>",written by
1971712,246882,"(written by)  <1,1,2>",written by
1971712,325986,(US version) (uncredited),US version
1971929,131436,"(written by)  <1,1,1>",written by
1972108,50045,"(screenplay)  <1,1,2>",screenplay
1972108,89697,"(screenplay)  <1,2,1>",screenplay
1972108,115605,"(novel)  <2,1,1>",novel
1972108,289971,"(screenplay)  <1,1,1>",screenplay
1972287,51698,"(screenplay)  <3,1,1>",screenplay
1972287,109976,"(screenplay)  <3,2,1>",screenplay
1972287,114653,"(characters)  <1,1,1>",characters
1972287,117859,"(story)  <2,1,1>",story
1972324,86814,"(screenplay)  <2,1,1>",screenplay
1972324,114653,"(novel) (uncredited)  <4,1,1>",novel
1972324,224780,"(screenplay)  <1,1,1>",screenplay
1972807,1013,"(written by) (as Jeffrey Abrams)  <1,1,2>",written by
1972807,235710,"(written by) (as Jill Mazursky Cody)  <1,1,1>",written by
1972854,145520,"(written by)  <1,1,1>",written by
1972884,125633,(contributing writer) (uncredited),contributing writer
1972884,152742,(contributing writer) (uncredited),contributing writer
1972884,163043,"(screenplay)  <2,1,1>",screenplay
1972884,248124,"(novel)  <1,1,1>",novel
1972884,355991,(contributing writer) (uncredited),contributing writer
1972884,375593,(contributing writer) (uncredited),contributing writer
1973432,229532,"(written by)  <1,1,1>",written by
1973625,2599,"(written by)  <1,1,2>",written by
1973625,80384,"(written by)  <1,1,1>",written by
1973808,68720,"(screenplay)  <2,2,1>",screenplay
1973808,281891,"(screenplay)  <2,1,1>",screenplay
1973808,281891,"(story)  <1,1,1>",story
1973808,343735,"(screenplay)  <2,2,2>",screenplay
1973922,287320,"(book ""Wiseguy"")  <1,1,1>",book
1973922,287320,"(screenplay)  <2,1,1>",screenplay
1973922,328847,"(screenplay)  <2,1,2>",screenplay
1974272,63248,"(screenplay)  <2,2,2>",screenplay
1974272,63248,"(story)  <1,1,2>",story
1974272,344442,"(screenplay)  <2,2,1>",screenplay
1974272,344442,"(story)  <1,1,1>",story
1974272,350327,"(screenplay)  <2,1,1>",screenplay
1974519,11907,,
1974519,140263,,
1974519,253935,,
1974724,50591,(story),story
1974724,334247,(story),story
1974724,381973,(screenplay),screenplay
1974984,323696,(writer),writer
1974984,324660,(dialogue: Italian version),dialogue
1975181,8964,"(written by)  <1,1,1>",written by
1975609,182680,"(written by)  <1,1,1>",written by
1975609,182683,"(written by)  <1,1,2>",written by
1975664,20164,(uncredited),uncredited
1975664,24673,"(by)  <1,1,1>",
1975664,95942,(adaptation) (uncredited),adaptation
1975664,95942,"(play ""Grand Hotel"")  <2,1,1>",play
1976109,158671,,
1976454,105889,"(screenplay)  <2,1,1>",screenplay
1976454,189747,"(short story)  <1,1,1>",short story
1976610,55970,"(adaptation)  <3,1,1>",adaptation
1976610,57496,"(musical)  <1,2,1>",musical
1976610,170799,"(musical)  <1,1,1>",musical
1976610,397825,"(screenplay) (as Bronté Woodard)  <2,1,1>",screenplay
1976612,113125,,
1976643,95473,,
1976777,91091,"(novel)  <1,1,1>",novel
1976777,131531,"(screenplay)  <2,1,1>",screenplay
1977589,70275,"(written by)  <1,1,1>",written by
1977592,70275,"(characters)  <1,1,1>",characters
1977592,144126,"(written by) (as Charlie Haas)  <2,1,1>",written by
1977857,78147,,
1978263,149714,,
1978309,78187,"(screenplay)  <2,2,3>",screenplay
1978309,89886,"(screenplay)  <2,2,1>",screenplay
1978309,172260,"(screenplay)  <2,1,1>",screenplay
1978309,172260,"(story)  <1,1,1>",story
1978309,287723,"(screenplay)  <2,2,2>",screenplay
1978312,15782,(co-dialogue) (uncredited),codialogue
1978312,19363,(co-dialogue) (uncredited),codialogue
1978312,34695,"(scenario and dialogue)  <1,1,1>",scenario and dialogue
1978312,35302,"(original idea)  <2,1,1>",original idea
1978415,298327,"(screenplay)  <1,2,1>",screenplay
1978415,314842,"(screenplay)  <1,1,1>",screenplay
1978415,314842,"(story)  <2,1,1>",story
1978778,175772,"(characters)  <1,1,1>",characters
1978778,175772,"(written by)  <2,1,1>",written by
1978782,175772,"(written by)  <1,1,1>",written by
1979111,4857,,
1979111,142997,,
1979111,357524,,
1979447,312250,"(written by)  <1,1,1>",written by
1979839,68757,"(written by)  <1,1,1>",written by
1979883,389772,"(written by)  <1,1,1>",written by
1980073,135027,"(screen play)  <3,1,1>",screen play
1980073,162877,"(screen play)  <3,1,2>",screen play
1980073,286964,"(screen play) (as Ted Pierce)  <3,1,3>",screen play
1980073,332160,"(screen play)  <3,1,5>",screen play
1980073,332160,"(story adaptation)  <2,1,1>",story adaptation
1980073,345747,"(screen play) (as I. Sparber)  <3,1,4>",screen play
1980073,356054,"(based on immortal tale)  <1,1,1>",based on immortal tale
1980149,67705,"(script)  <2,1,1>",script
1980149,67705,"(written by)  <1,1,1>",written by
1980149,67706,"(written by)  <1,1,2>",written by
1980267,34639,"(written by)  <1,1,1>",written by
1980412,35810,"(story)  <1,1,1>",story
1980412,124055,"(screenplay)  <2,1,1>",screenplay
1980412,124055,"(story)  <1,2,1>",story
1980412,226600,"(screenplay)  <2,1,2>",screenplay
1980412,226600,"(story)  <1,2,2>",story
1981072,91071,"(written by)  <1,1,1>",written by
1981170,49335,"(book for musical play ""Guys and Dolls"")  <1,2,1>",book for musical play
1981170,152742,(uncredited),uncredited
1981170,227042,"(written for the screen by)  <3,1,1>",written for the screen by
1981170,315934,"(from a story by)  <2,1,1>",from a story by
1981170,355991,"(book for musical play ""Guys and Dolls"")  <1,1,1>",book for musical play
1981506,205263,"(book of musical play)  <1,1,1>",book of musical play
1981506,207726,"(memoirs)  <2,1,1>",memoirs
1981506,346467,"(screenplay)  <3,1,1>",screenplay
1982133,47221,"(screenplay)  <3,2,1>",screenplay
1982133,47221,"(story)  <2,3,1>",story
1982133,51463,"(screenplay)  <3,1,1>",screenplay
1982133,51463,"(story)  <2,2,1>",story
1982133,82986,"(original idea)  <1,1,1>",original idea
1982133,82986,"(story)  <2,1,1>",story
1982903,252714,"(written by)  <1,1,1>",written by
1983455,387310,"(written by)  <1,1,1>",written by
1983617,60763,"(screenplay) (as Teddy Chen)  <1,1,3>",screenplay
1983617,164604,"(uncredited)  <3,1,1>",uncredited
1983617,164618,"(screenplay)  <1,1,2>",screenplay
1983617,212573,"(comic story) (uncredited)  <2,1,1>",comic story
1983617,221995,"(screenplay)  <1,1,4>",screenplay
1983617,276903,"(comic story) (uncredited)  <2,1,2>",comic story
1983617,370311,"(screenplay) (as Tsui Hark)  <1,1,1>",screenplay
1983859,42881,"(written by)  <1,1,2>",written by
1983859,61435,"(written by)  <1,1,1>",written by
1984278,55876,"(screenplay)  <1,1,1>",screenplay
1984278,157472,"(screenplay)  <1,2,1>",screenplay
1984283,214932,"(story) (as Dhani Lipsius)  <1,1,1>",story
1984283,237669,"(screenplay)  <2,1,1>",screenplay
1984283,237669,"(story)  <1,2,1>",story
1984283,299888,"(story)  <1,1,2>",story
1984283,315400,"(story)  <1,1,3>",story
1984284,33785,"(written by)  <2,2,1>",written by
1984284,55876,"(characters)  <1,1,1>",characters
1984284,157472,"(characters)  <1,2,1>",characters
1984284,170840,"(written by)  <2,1,1>",written by
1984284,274015,"(written by)  <2,1,2>",written by
1984305,55876,"(characters)  <1,2,1>",characters
1984305,138471,"(screenplay)  <3,2,1>",screenplay
1984305,157472,"(characters)  <1,1,1>",characters
1984305,403979,"(screenplay)  <3,1,1>",screenplay
1984305,403979,"(story)  <2,1,1>",story
1984320,55876,"(written by)  <1,1,1>",written by
1984320,157472,"(written by)  <1,1,2>",written by
1984323,55876,"(uncredited)  <2,1,1>",uncredited
1984323,192114,"(uncredited)  <2,2,1>",uncredited
1984323,385104,"(written by)  <1,1,1>",written by
1984372,55876,"(characters)  <1,2,1>",characters
1984372,108838,"(written by)  <2,1,1>",written by
1984372,157472,"(characters)  <1,1,1>",characters
1984593,274861,"(story)  <1,1,1>",story
1984593,274861,"<2,1,1>",
1984593,320403,,
1984593,370886,"<2,2,1>",
1984751,332709,(play),play
1984763,271475,(uncredited),uncredited
1984763,332709,"(by)  <1,1,1>",
1984785,85766,"(screenplay)  <2,1,1>",screenplay
1984785,332709,"(play)  <1,1,1>",play
1984785,404396,"(screenplay)  <2,1,2>",screenplay
1984792,41626,"(screenplay)  <2,1,1>",screenplay
1984792,332709,"(play ""The Tragedy of Hamlet, Prince of Denmark"")  <1,1,1>",play
1984793,6983,"(screen adaptation)  <2,1,1>",screen adaptation
1984793,332709,"(play)  <1,1,1>",play
1985138,190710,(written by),written by
1985443,43369,"(written by)  <1,1,1>",written by
1985642,119306,"(written by)  <1,1,1>",written by
1985642,132775,"(written by)  <1,2,1>",written by
1985755,104574,"(book)  <1,1,1>",book
1985755,104574,"(screenplay)  <2,1,1>",screenplay
1985755,104577,"(screenplay)  <2,1,2>",screenplay
1985793,42533,"(adaptation) (original story) (as Bert Brecht)  <1,1,1>",adaptation
1985793,203102,"(adaptation) (original story)  <1,2,1>",adaptation
1985793,391024,"(screenplay)  <2,1,1>",screenplay
1986482,344185,"(written by)  <1,1,1>",written by
1986845,155254,"(written by)  <1,1,1>",written by
1986845,321349,"(written by)  <1,1,2>",written by
1986848,80354,"(based on a film story by) (as F. Dammann)  <2,1,1>",based on a film story by
1986848,141716,"(screenplay)  <1,1,1>",screenplay
1986848,312603,"(based on a film story by) (as Dr. H. Rosenfeld)  <2,2,1>",based on a film story by
1987088,156276,,
1987088,192160,,
1987126,167712,"(writer)  <1,1,2>",writer
1987126,301671,"(writer)  <1,1,3>",writer
1987126,351525,"(writer)  <1,1,1>",writer
1987387,19043,"(screenwriter)  <1,1,1>",screenwriter
1987387,371415,"(book)  <2,1,1>",book
1987547,402031,"(written by)  <1,1,1>",written by
1987607,285617,"(written by)  <1,1,1>",written by
1988142,1317,(novel) (uncredited),novel
1988142,8370,(screenplay),screenplay
1988142,59224,(screenplay),screenplay
1988142,83655,(screenplay) (uncredited),screenplay
1988142,141849,(screenplay),screenplay
1988142,285086,(screenplay),screenplay
1988380,157111,"(written by)  <1,1,1>",written by
1988448,114127,"(novel)  <1,1,1>",novel
1988448,284997,"(screenplay)  <3,1,1>",screenplay
1988448,300873,"(screenplay)  <3,2,1>",screenplay
1988448,358479,"(adaptation)  <2,2,1>",adaptation
1988448,360521,"(adaptation)  <2,1,1>",adaptation
1988626,86090,"(written by)  <1,1,1>",written by
1988626,230749,"(written by) (as William E. Martin)  <1,2,1>",written by
1988626,299422,"(written by)  <1,2,2>",written by
1988834,32430,"(screenplay)  <1,1,1>",screenplay
1988834,48877,"(screenplay)  <1,1,2>",screenplay
1988834,194719,"(screenplay)  <1,1,3>",screenplay
1988919,44230,"(screenplay)  <2,1,2>",screenplay
1988919,61859,"(play)  <1,1,1>",play
1988919,61859,"(screenplay)  <2,1,1>",screenplay
1988919,71028,(contributor to screenplay) (uncredited),contributor to screenplay
1989616,230298,"(written by)  <1,1,2>",written by
1989616,393014,"(written by)  <1,1,1>",written by
1989826,62963,"(written by)  <1,1,1>",written by
1990705,208351,"(written by)  <1,1,1>",written by
1990862,105978,"(additional dialogue)  <3,1,1>",additional dialogue
1990862,157141,"(screenplay)  <2,2,1>",screenplay
1990862,392863,"(screenplay)  <2,1,1>",screenplay
1990862,392863,"(story)  <1,1,1>",story
1991064,105002,"(screenplay ""Hodet over vannet"")  <1,1,2>",screenplay
1991064,167578,"(screenplay ""Hodet over vannet"")  <1,1,1>",screenplay
1991064,228985,"(screenplay)  <2,1,1>",screenplay
1991115,40143,(written by),written by
1991115,193471,(writer),writer
1991115,308159,(writer),writer
1991115,370185,"(novel ""Loaded"")",novel
1991269,194406,,
1991544,62448,(screenplay),screenplay
1991544,62448,(story),story
1991544,97792,,
1991646,278969,"(written by)  <1,1,1>",written by
1991707,147783,"(screen story)  <2,1,2>",screen story
1991707,147783,"(screenplay)  <3,2,2>",screenplay
1991707,147789,"(screen story)  <2,1,1>",screen story
1991707,147789,"(screenplay)  <3,2,1>",screenplay
1991707,147789,"(short film)  <1,1,1>",short film
